"","Feature.ID","Confidence","domain","phylum","class","order","family","genus","species","SH"
"705","ASV1701",0.999413374608457,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp","SH1200188.10FU"
"706","ASV1702",0.96332710041988,"Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","Phomatospora","Phomatospora_biseriata","SH1161517.10FU"
"707","ASV1703",0.77787451487308,"Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Tubeufiaceae_gen_Incertae_sedis","Tubeufiaceae_sp","SH1351810.10FU"
"708","ASV1705",0.999999821535811,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1287344.10FU"
"709","ASV1706",0.998285574807727,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"710","ASV1707",0.977188409719395,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora","Murispora_kazachstanica","SH1077352.10FU"
"711","ASV1708",0.839462268940175,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,NA
"712","ASV1709",0.881231084931952,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_verrucosa","SH1310044.10FU"
"713","ASV171",0.994441730430409,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium_fluviae","SH1360023.10FU"
"714","ASV1710",0.999274380656953,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_brinkmannii","SH1222332.10FU"
"715","ASV1711",0.926873700848339,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"716","ASV1712",0.996763835523842,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"717","ASV1713",0.872730325126158,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_carnicolor","SH1273262.10FU"
"718","ASV1714",0.977205265138177,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Phaeodothis","Phaeodothis_mori","SH1393934.10FU"
"719","ASV1715",0.984528646738393,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"720","ASV1716",0.999463579702112,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","Ceratobasidium_sp","SH1366747.10FU"
"721","ASV1717",0.989496061583503,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_roseipellis","SH1218656.10FU"
"722","ASV1718",0.779726790860179,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Allophoma","Allophoma_tropica","SH1672807.10FU"
"723","ASV1719",0.999999995957992,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,NA
"724","ASV172",0.994619214611726,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,NA
"725","ASV1720",0.9999994566081,"Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa_yuccicola","SH1169233.10FU"
"726","ASV1721",0.999200218123058,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta_paspali","SH1213419.10FU"
"727","ASV1722",0.997077441561898,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"728","ASV1723",0.999999984513949,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,NA
"729","ASV1724",0.999999999766473,"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Microbotryomycetes_gen_Incertae_sedis","Microbotryomycetes_sp","SH1395872.10FU"
"730","ASV1725",0.999670307562062,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"731","ASV1726",0.968744341630351,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae",NA,NA,NA
"732","ASV1728",0.996375359592513,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_heimaeyensis","SH1303814.10FU"
"733","ASV1729",0.980162193508154,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Helotiales_gen_Incertae_sedis","Helotiales_sp","SH1084973.10FU"
"734","ASV173",0.992735972572724,"Fungi","Basidiomycota",NA,NA,NA,NA,NA,NA
"735","ASV1730",0.973502312233172,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_coprosmae","SH1847644.10FU"
"736","ASV1731",0.956286002483211,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Synfenestella","Synfenestella_sorbi","SH1152483.10FU"
"737","ASV1732",0.999999879961479,"Fungi","Basidiomycota","Cystobasidiomycetes","Buckleyzymales","Buckleyzymaceae","Buckleyzyma",NA,NA
"738","ASV1733",0.999997055290679,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp","SH1265201.10FU"
"739","ASV1734",0.771384892092005,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Sporocadus","Sporocadus_rosigena","SH1754323.10FU"
"740","ASV1735",0.904432498904036,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Lentithecium","Lentithecium_clioninum","SH1297247.10FU"
"741","ASV1736",0.99999999993474,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"742","ASV1737",0.985420428943469,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA,NA
"743","ASV1738",0.997223178005791,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"744","ASV1739",0.999999999956898,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Resupinatus","Resupinatus_americanus","SH1236224.10FU"
"745","ASV174",0.768507823530339,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula","Typhula_sp","SH1241253.10FU"
"746","ASV1740",0.909494899027255,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1200299.10FU"
"747","ASV1741",0.896515734504722,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"748","ASV1742",1,"Fungi","Entomophthoromycota","Entomophthoromycetes","Entomophthorales","Entomophthoraceae","Zoophthora","Zoophthora_radicans","SH1350030.10FU"
"749","ASV1743",0.999881168760156,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_oblongisporum","SH1182931.10FU"
"750","ASV1744",0.999300531842338,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales",NA,NA,NA,NA
"751","ASV1745",0.999999158091042,"Fungi","Ascomycota","Dothideomycetes","Myriangiales","Endosporiaceae","Endosporium","Endosporium_aviarium","SH1277615.10FU"
"752","ASV1746",0.929388949775764,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Graphostromataceae","Graphostromataceae_gen_Incertae_sedis","Graphostromataceae_sp","SH1377011.10FU"
"753","ASV1747",0.993399115066807,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"754","ASV1748",0.756867280852892,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Chordomyces","Chordomyces_antarcticus","SH1916496.10FU"
"755","ASV175",0.975692939768196,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula","Typhula_sp","SH1200050.10FU"
"756","ASV1750",0.928573669413666,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"757","ASV1751",0.993058121450386,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Acremonium","Acremonium_fusidioides","SH1384829.10FU"
"758","ASV1752",0.979740541110233,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_sp","SH1303806.10FU"
"759","ASV1753",0.99999630765917,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Trichopeziza","Trichopeziza_mollissima","SH1221650.10FU"
"760","ASV1754",0.819860073187306,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"761","ASV1755",0.996922864420638,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Chytridiomycota_sp","SH1319399.10FU"
"762","ASV1757",0.999999413688461,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"763","ASV1758",0.930374397119103,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Dothideomycetes_gen_Incertae_sedis","Dothideomycetes_sp","SH1392748.10FU"
"764","ASV1759",0.999986469732394,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Glomerobolus","Glomerobolus_sp","SH1278807.10FU"
"765","ASV176",0.840495095508411,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae",NA
"766","ASV1760",0.92272267082816,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_sp","SH1408994.10FU"
"767","ASV1761",0.775770382945681,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Xylobolus","Xylobolus_frustulatus","SH1136851.10FU"
"768","ASV1762",0.750340155584346,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Hyperphyscia","Hyperphyscia_confusa","SH1219484.10FU"
"769","ASV1763",0.999999999998924,"Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Entyloma",NA,NA
"770","ASV1764",0.996613213745587,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Eriospora","Eriospora_leucostoma","SH1356789.10FU"
"771","ASV1765",0.738047997791116,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Radulidium","Radulidium_subulatum","SH1169751.10FU"
"772","ASV1769",0.983884649076174,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Helotiales_gen_Incertae_sedis","Helotiales_sp","SH1084973.10FU"
"773","ASV177",0.996765385033797,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","Cercospora_zeae-maydis","SH1861172.10FU"
"774","ASV1770",0.999709073881616,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp","SH1222742.10FU"
"775","ASV1771",0.9999993006545,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"776","ASV1772",0.7933710169632,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Tetracladium","Tetracladium_sp","SH1084992.10FU"
"777","ASV1773",0.99999999980472,"Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,NA
"778","ASV1775",0.990848642113038,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"779","ASV1776",0.998045734509058,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_inositophila","SH1164880.10FU"
"780","ASV1778",0.999755892924042,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_frias","SH1402560.10FU"
"781","ASV1779",0.997054875115875,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"782","ASV178",0.999982562974536,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_roseipellis","SH1218656.10FU"
"783","ASV1780",0.967880491157108,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia",NA,NA
"784","ASV1781",0.954603648014741,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_zsoltii","SH1051543.10FU"
"785","ASV1782",0.859185981631916,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Bjerkandera","Bjerkandera_adusta","SH1292884.10FU"
"786","ASV1783",0.98410616125396,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"787","ASV1784",0.99378768487505,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"788","ASV1785",0.726931817973527,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Seiridium","Seiridium_chinense","SH1272830.10FU"
"789","ASV1786",0.949302407021348,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA,NA
"790","ASV1787",0.88399428506559,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_sp",NA
"791","ASV1788",0.993281912752393,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus_pulmonarius","SH1165332.10FU"
"792","ASV179",0.713373904246224,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1383807.10FU"
"793","ASV1790",0.810223813984171,"Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Chionosphaeraceae_gen_Incertae_sedis","Chionosphaeraceae_sp","SH1330186.10FU"
"794","ASV1791",0.735839568506091,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA,NA
"795","ASV1792",0.998108933706416,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"796","ASV1794",0.94519978731431,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,NA
"797","ASV1796",0.73774044680312,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,NA
"798","ASV1797",0.907484851081443,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1200299.10FU"
"799","ASV1798",0.975451280606792,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Dothideomycetes_gen_Incertae_sedis","Dothideomycetes_sp","SH1290171.10FU"
"800","ASV1799",0.999970648331351,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Teunia","Teunia_sp","SH1234118.10FU"
"801","ASV18",0.999981917777309,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"802","ASV180",0.99999994761926,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporiaceae_gen_Incertae_sedis","Dictyosporiaceae_sp","SH1331430.10FU"
"803","ASV1800",0.99977795028412,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"804","ASV1801",0.999295483963021,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora",NA,NA
"805","ASV1802",0.793547812066403,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_changbaiensis","SH1051491.10FU"
"806","ASV1803",0.938072293118511,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dothidotthiaceae","Dothidotthiaceae_gen_Incertae_sedis","Dothidotthiaceae_sp","SH1164358.10FU"
"807","ASV1804",0.776218185308056,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_rhombiforme","SH1690432.10FU"
"808","ASV1805",0.999221407979838,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"809","ASV1806",0.999800056498356,"Fungi","Ascomycota","Dothideomycetes","Myriangiales",NA,NA,NA,NA
"810","ASV1807",0.999956097654901,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Johnalcornia","Johnalcornia_aberrans","SH1206846.10FU"
"811","ASV1808",0.993409364998564,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"812","ASV181",0.999032460871157,"Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Athelia",NA,NA
"813","ASV1810",0.857868358884134,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_sp","SH1347526.10FU"
"814","ASV1811",0.997307453699009,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Clarireedia","Clarireedia_bennettii","SH1315637.10FU"
"815","ASV1812",0.731989789600988,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,NA
"816","ASV1813",1,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp",NA
"817","ASV1815",0.994444390767432,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Acremonium","Acremonium_fusidioides","SH1384829.10FU"
"818","ASV1816",0.999718644966433,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp",NA
"819","ASV1817",0.998200681944955,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1344485.10FU"
"820","ASV1819",0.734839250971634,"Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,NA
"821","ASV182",0.987430935719974,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_macerans","SH1083429.10FU"
"822","ASV1820",0.898544226018229,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae",NA
"823","ASV1821",0.999928616587739,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Claviceps",NA,NA
"824","ASV1822",0.921595841951364,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Sclerotrema","Sclerotrema_griseobrunneum","SH1081246.10FU"
"825","ASV1823",0.999338821074471,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium","Sarocladium_agarici","SH1083504.10FU"
"826","ASV1824",0.787893405349782,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Allophoma","Allophoma_tropica","SH1672807.10FU"
"827","ASV1825",0.985516674670172,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"828","ASV1826",0.823242578741441,"Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucariaceae_gen_Incertae_sedis","Verrucariaceae_sp","SH1333816.10FU"
"829","ASV1827",0.976962076867653,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,NA
"830","ASV1828",0.929449244290839,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia_stellaris","SH1218696.10FU"
"831","ASV1829",0.910289046818284,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neocamarosporiaceae","Neocamarosporium","Neocamarosporium_halimiones","SH1331822.10FU"
"832","ASV183",0.999999997194072,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia",NA,NA
"833","ASV1830",0.965131713583999,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Erysiphaceae","Golovinomyces","Golovinomyces_magnicellulatus","SH1357506.10FU"
"834","ASV1831",0.975592016716578,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_macerans","SH1083411.10FU"
"835","ASV1832",0.998162625503531,"Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces","Moesziomyces_bullatus","SH1330483.10FU"
"836","ASV1833",0.993125625056644,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia",NA,NA
