"","Feature.ID","Confidence","domain","phylum","class","order","family","genus","species","SH"
"545","ASV1536",0.758535741147104,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon",NA,NA
"546","ASV1537",0.999990478366347,"Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,NA
"547","ASV1539",0.999830080281133,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideales_fam_Incertae_sedis","Hormonema","Hormonema_macrosporum","SH1290122.10FU"
"548","ASV154",0.760961179582683,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeriaceae_gen_Incertae_sedis","Phaeosphaeriaceae_sp",NA
"549","ASV1540",0.837271615717249,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae",NA,NA,NA
"550","ASV1541",0.993072256344904,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"551","ASV1542",0.958009184069235,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturiaceae_gen_Incertae_sedis","Venturiaceae_sp","SH1367198.10FU"
"552","ASV1543",0.99944834460801,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","Leptospora_sp","SH1338567.10FU"
"553","ASV1545",0.762263951215897,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_koalae","SH1273294.10FU"
"554","ASV1546",0.999985128916053,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis_pini","SH1311120.10FU"
"555","ASV1547",0.726850124873586,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_microspora","SH1206680.10FU"
"556","ASV1548",0.960592254472013,"Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,NA
"557","ASV1549",0.999820139302434,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_zeae","SH1402461.10FU"
"558","ASV155",0.984880869541351,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_oeirense","SH1665267.10FU"
"559","ASV1550",0.975152576526915,"Fungi","Basidiomycota",NA,NA,NA,NA,NA,NA
"560","ASV1551",0.731300723040918,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeria","Botryosphaeria_auasmontanum","SH1707498.10FU"
"561","ASV1552",0.772816552479243,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Nigrogranaceae","Nigrograna","Nigrograna_locuta-pollinis","SH1400420.10FU"
"562","ASV1553",0.760485709630212,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_mucilaginum","SH1856610.10FU"
"563","ASV1554",0.950575944485942,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae",NA,NA,NA
"564","ASV1555",0.906442206104136,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora","Parastagonospora_nodorum","SH1408909.10FU"
"565","ASV1556",0.99960218041934,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"566","ASV1557",0.999958731916856,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","SH1051489.10FU"
"567","ASV1558",0.766491099521835,"Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Celotheliaceae","Celerioriella","Celerioriella_prunicola","SH1139479.10FU"
"568","ASV1559",0.999999918951841,"Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,NA
"569","ASV156",0.999705057706283,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,NA
"570","ASV1560",0.876906088316135,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"571","ASV1561",0.999257393380511,"Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromatales_fam_Incertae_sedis","Pseudomicrostroma","Pseudomicrostroma_phylloplanum","SH1344384.10FU"
"572","ASV1562",0.92474657590766,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,NA
"573","ASV1563",0.941751346131203,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1409007.10FU"
"574","ASV1564",0.993037645632755,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"575","ASV1565",0.8799084540313,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Neovaginatispora",NA,NA
"576","ASV1566",0.909552294125795,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_aurea","SH1941047.10FU"
"577","ASV1569",0.999819066690036,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,NA
"578","ASV157",0.954272982433947,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_poaceicola","SH1409113.10FU"
"579","ASV1571",0.925549732816625,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia_montana","SH1329976.10FU"
"580","ASV1572",0.990256789386796,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum_rostratum","SH1206619.10FU"
"581","ASV1573",0.999092171407679,"Fungi","Basidiomycota",NA,NA,NA,NA,NA,NA
"582","ASV1574",0.992439605844549,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1287344.10FU"
"583","ASV1575",0.973297694487091,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis",NA,NA
"584","ASV1576",0.999949185389007,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Dimorphiseta","Dimorphiseta_obtusa","SH1379208.10FU"
"585","ASV1578",0.999971566066189,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"586","ASV158",0.899001703114908,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_poagena","SH1349354.10FU"
"587","ASV1580",0.999999999804129,"Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA,NA
"588","ASV1581",0.999986290089643,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_fusca","SH1402448.10FU"
"589","ASV1582",0.799348816897692,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Dothiora",NA,NA
"590","ASV1583",0.993171735418108,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis_radiata","SH1301682.10FU"
"591","ASV1584",0.800626023716998,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_sp","SH1347220.10FU"
"592","ASV1585",0.793900856205535,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"593","ASV1586",0.903276905761022,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","Venturia_effusa","SH1367281.10FU"
"594","ASV1587",0.949065535333105,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,NA
"595","ASV1588",0.964735309862673,"Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Lophodermium","Lophodermium_sp","SH1336424.10FU"
"596","ASV1589",0.849612364172077,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Dothideomycetes_gen_Incertae_sedis","Dothideomycetes_sp","SH1389459.10FU"
"597","ASV159",0.896940524608709,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","SH1290132.10FU"
"598","ASV1590",0.974719900161234,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_collo-cygni","SH1860943.10FU"
"599","ASV1591",0.998743069311089,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae",NA,NA,NA
"600","ASV1592",0.906557801429088,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1389928.10FU"
"601","ASV1593",0.999891718380842,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"602","ASV1594",0.995577869627429,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae",NA,NA,NA
"603","ASV1595",0.999690368959432,"Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Lophodermium","Lophodermium_macci","SH1263656.10FU"
"604","ASV1596",0.879464238965853,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"605","ASV1597",0.741524530167633,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_repens","SH1872711.10FU"
"606","ASV16",0.797153483701896,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_roseus","SH1273273.10FU"
"607","ASV160",0.984631995835778,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_chiangraiensis","SH1346430.10FU"
"608","ASV1601",0.932881458854789,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis",NA,NA
"609","ASV1603",0.799376413277074,"Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","Pyxidiophora_arvernensis","SH1350500.10FU"
"610","ASV1604",0.976219758857103,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Apiosporaceae","Nigrospora","Nigrospora_sphaerica","SH1391105.10FU"
"611","ASV1605",0.999999999964814,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Peltaster","Peltaster_gemmifer","SH1315833.10FU"
"612","ASV1606",0.832244358551363,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1055562.10FU"
"613","ASV1607",0.880948858747486,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_pye","SH1949986.10FU"
"614","ASV1608",0.839184417125017,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Calophoma","Calophoma_rosae","SH1672973.10FU"
"615","ASV1609",0.992435473044552,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"616","ASV161",0.898332013338234,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"617","ASV1610",0.855703112212013,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_patagonicus","SH1273307.10FU"
"618","ASV1611",0.969034171409207,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"619","ASV1612",0.928450919073838,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_sp","SH1347526.10FU"
"620","ASV1613",0.722488445150033,"Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa_daliangziensis","SH1349679.10FU"
"621","ASV1614",0.890430141250662,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Diatrypella","Diatrypella_favacea","SH1168617.10FU"
"622","ASV1615",0.987654971001632,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Phaeodothis","Phaeodothis_mori","SH1393934.10FU"
"623","ASV1616",0.73080232179815,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,NA
"624","ASV1617",0.998268888699099,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"625","ASV1618",0.993730425767989,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"626","ASV162",0.911271758710249,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_aurea","SH1941047.10FU"
"627","ASV1620",0.993239695103809,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,NA
"628","ASV1621",0.999356368878482,"Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromatales_fam_Incertae_sedis","Pseudomicrostroma","Pseudomicrostroma_phylloplanum","SH1344384.10FU"
"629","ASV1622",0.912329682697002,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"630","ASV1623",0.958751768592994,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_cinerea","SH1054266.10FU"
"631","ASV1624",0.88193203716484,"Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","Phaeococcomyces_sp","SH1058106.10FU"
"632","ASV1625",0.999922833114228,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_porulosum","SH1222326.10FU"
"633","ASV1626",0.956922589438502,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratorhiza","Ceratorhiza_rhizodes","SH1366664.10FU"
"634","ASV1627",0.893255922162387,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"635","ASV1628",0.999999999996991,"Fungi",NA,NA,NA,NA,NA,NA,NA
"636","ASV1629",0.99989195357567,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_caroliniana","SH1336761.10FU"
"637","ASV163",0.975064147949563,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_macerans","SH1083411.10FU"
"638","ASV1630",0.995243893987925,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"639","ASV1631",0.999170700459139,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae_gen_Incertae_sedis","Filobasidiaceae_sp","SH1213047.10FU"
"640","ASV1632",0.983899566827073,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Phaeodothis","Phaeodothis_mori","SH1393934.10FU"
"641","ASV1633",0.996909570751324,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Cryptodiaporthe","Cryptodiaporthe_acerina","SH1212448.10FU"
"642","ASV1634",0.99998063232603,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp","SH1265201.10FU"
"643","ASV1637",0.95395452856781,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_xenobiotica","SH1365936.10FU"
"644","ASV1638",0.726606141078491,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Isaria","Isaria_sp","SH1378030.10FU"
"645","ASV1639",0.960781222859926,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1409007.10FU"
"646","ASV164",0.999861727255587,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"647","ASV1640",0.99993788785119,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1061757.10FU"
"648","ASV1641",0.911853942059111,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae",NA
"649","ASV1642",0.99995298033307,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella",NA,NA
"650","ASV1643",0.851173263368127,"Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Agaricomycetes_gen_Incertae_sedis","Agaricomycetes_sp","SH1333788.10FU"
"651","ASV1644",0.999959518501967,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","SH1408910.10FU"
"652","ASV1645",0.919404751183093,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","Thelebolus_globosus","SH1255369.10FU"
"653","ASV1646",0.999997850775219,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",NA,NA
"654","ASV1647",0.999972964681163,"Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeomycetes_ord_Incertae_sedis","Spiculogloeomycetes_fam_Incertae_sedis","Meniscomyces","Meniscomyces_layueensis","SH1295304.10FU"
"655","ASV1648",0.860273721319154,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_quadriseptata","SH1349364.10FU"
"656","ASV1649",0.96329809761949,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Libertasomycetaceae","Libertasomyces","Libertasomyces_aloeticus","SH1677376.10FU"
"657","ASV165",0.789143498115759,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_poae","SH1049431.10FU"
"658","ASV1650",0.988075873722468,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Erysiphaceae","Blumeria","Blumeria_graminis","SH1202620.10FU"
"659","ASV1651",0.962697044110317,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"660","ASV1652",0.988531935439454,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"661","ASV1653",0.752087303688204,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_epilithographicola",NA
"662","ASV1654",0.984259394118151,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"663","ASV1655",0.927188837643476,"Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA,NA
"664","ASV1656",0.83710851006317,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulales_fam_Incertae_sedis","Russulales_gen_Incertae_sedis","Russulales_sp","SH1059974.10FU"
"665","ASV1657",0.716366023389786,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1311235.10FU"
"666","ASV1658",0.939859029181133,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Trametes_versicolor","SH1088860.10FU"
"667","ASV1659",0.999954344578287,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Diatrypaceae_gen_Incertae_sedis","Diatrypaceae_sp","SH1168675.10FU"
"668","ASV166",0.985128916689753,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_chiangraiensis","SH1346430.10FU"
"669","ASV1660",0.821450179728892,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturiaceae_gen_Incertae_sedis","Venturiaceae_sp","SH1367198.10FU"
"670","ASV1665",0.9999175851187,"Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,NA
"671","ASV1666",0.893298839140949,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cistella","Cistella_sp",NA
"672","ASV1667",0.997766926296548,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1287344.10FU"
"673","ASV1668",0.99999495798027,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporiaceae_gen_Incertae_sedis","Dictyosporiaceae_sp","SH1331430.10FU"
"674","ASV1669",0.75458513907783,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia_hoshinonis","SH1835948.10FU"
"675","ASV167",0.937855546856275,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeriaceae_gen_Incertae_sedis","Phaeosphaeriaceae_sp","SH1311228.10FU"
"676","ASV1670",0.74387735153339,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_collo-cygni","SH1860943.10FU"
"677","ASV1671",0.999999999567947,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1080683.10FU"
"678","ASV1672",0.999683467437811,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"679","ASV1674",0.90328815803655,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"680","ASV1675",0.992347359706145,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_complicatum","SH1136812.10FU"
"681","ASV1678",0.994038727945026,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,NA
"682","ASV168",0.997716503433717,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1287344.10FU"
"683","ASV1680",0.999982503328244,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Trichopeziza","Trichopeziza_mollissima","SH1221650.10FU"
"684","ASV1681",0.741180765945103,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp",NA
"685","ASV1682",0.711351890236827,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1337805.10FU"
"686","ASV1683",0.985093394676114,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora","Murispora_hawksworthii","SH1970013.10FU"
"687","ASV1684",0.999993499477381,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp","SH1200188.10FU"
"688","ASV1685",0.999995280875731,"Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeomycetes_ord_Incertae_sedis","Spiculogloeomycetes_fam_Incertae_sedis","Meniscomyces","Meniscomyces_layueensis","SH1295304.10FU"
"689","ASV1686",0.939965033291636,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_graminis","SH1697987.10FU"
"690","ASV1687",0.91482542934745,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"691","ASV1688",0.998693460064945,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_caroliniana","SH1336761.10FU"
"692","ASV1689",0.761063801348768,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Radulidium","Radulidium_subulatum",NA
"693","ASV169",0.995263610361216,"Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_restricta","SH1382014.10FU"
"694","ASV1690",0.999982023953316,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"695","ASV1691",0.993189033950311,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_complicatum","SH1136812.10FU"
"696","ASV1692",0.992609455290068,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"697","ASV1693",0.999492920024617,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidiaceae_gen_Incertae_sedis","Ceratobasidiaceae_sp","SH1205402.10FU"
"698","ASV1694",0.976033152141719,"Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicoma","Helicoma_sp","SH1347662.10FU"
"699","ASV1695",0.946523091603029,"Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Sordariomycetes_gen_Incertae_sedis","Sordariomycetes_sp","SH1087065.10FU"
"700","ASV1696",0.796892817703957,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Monochaetia","Monochaetia_sinensis","SH1754462.10FU"
"701","ASV1698",0.849458966710156,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cytosporaceae","Cytospora",NA,NA
"702","ASV17",0.999955024394584,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"703","ASV170",0.903782726980437,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","SH1290132.10FU"
"704","ASV1700",0.811409126086376,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Helotiales_gen_Incertae_sedis","Helotiales_sp","SH1240028.10FU"
